iter	Passed	Remaining
526	1558	1398
527	1561	1396
528	1564	1392
529	1566	1389
530	1569	1385
531	1571	1382
532	1572	1378
533	1576	1375
534	1578	1372
535	1581	1369
536	1584	1365
537	1586	1361
538	1588	1358
539	1591	1355
540	1594	1352
541	1596	1349
542	1598	1345
543	1600	1341
544	1602	1337
545	1604	1334
546	1607	1331
547	1609	1327
548	1611	1323
549	1613	1320
550	1615	1316
551	1618	1313
552	1620	1310
553	1623	1306
554	1625	1303
555	1627	1299
556	1629	1295
557	1632	1293
558	1634	1289
559	1637	1286
560	1639	1282
561	1640	1278
562	1642	1275
563	1646	1272
564	1648	1269
565	1650	1265
566	1652	1262
567	1654	1258
568	1656	1254
569	1658	1251
570	1661	1248
571	1663	1244
572	1665	1241
573	1667	1237
574	1669	1233
575	1670	1230
576	1674	1227
577	1677	1224
578	1680	1221
579	1682	1218
580	1683	1214
581	1685	1210
582	1702	1217
583	1706	1215
584	1708	1212
585	1711	1208
586	1712	1205
587	1715	1201
588	1716	1198
589	1720	1195
590	1722	1191
591	1725	1188
592	1726	1185
593	1728	1181
594	1730	1177
595	1733	1175
596	1736	1172
597	1739	1169
598	1740	1165
599	1742	1161
600	1745	1158
601	1747	1155
602	1750	1152
603	1752	1149
604	1754	1145
605	1756	1142
606	1758	1138
607	1760	1134
608	1764	1132
609	1766	1129
610	1768	1126
611	1770	1122
612	1772	1119
613	1774	1115
614	1777	1112
615	1779	1109
616	1782	1106
617	1784	1102
618	1786	1099
619	1787	1095
620	1789	1092
621	1792	1089
622	1794	1085
623	1796	1082
624	1798	1079
625	1801	1076
626	1802	1072
627	1805	1069
628	1808	1066
629	1810	1063
630	1812	1059
631	1814	1056
632	1815	1052
633	1817	1049
634	1820	1046
635	1822	1043
636	1837	1047
637	1844	1046
638	1846	1043
639	1848	1039
640	1853	1037
641	1857	1035
642	1859	1032
643	1861	1029
644	1863	1025
645	1865	1022
646	1867	1018
647	1869	1015
648	1872	1012
649	1874	1009
650	1876	1005
651	1878	1002
652	1880	999
653	1881	995
654	1884	992
655	1887	989
656	1889	986
657	1891	983
658	1893	979
659	1894	976
660	1896	972
661	1899	969
662	1902	966
663	1904	963
664	1906	960
665	1909	957
666	1911	954
667	1914	951
668	1917	948
669	1919	945
670	1922	942
671	1923	939
672	1926	935
673	1929	933
674	1931	930
675	1933	926
676	1935	923
677	1937	920
678	1939	917
679	1942	914
680	1945	911
681	1947	908
682	1949	904
683	1951	901
684	1953	898
685	1956	895
686	1958	892
687	1960	889
688	1962	886
689	1964	882
690	1966	879
691	1969	876
692	1972	873
693	1974	870
694	1976	867
695	1977	863
696	1979	860
697	1981	857
698	1984	854
699	1987	851
700	1989	848
701	1991	845
702	1992	841
703	1994	838
704	1996	835
705	1999	832
706	2002	829
707	2004	826
708	2006	823
709	2008	820
710	2009	816
711	2013	814
712	2015	811
713	2018	808
714	2020	805
715	2023	802
716	2025	799
717	2027	796
718	2030	793
719	2032	790
720	2034	787
721	2036	784
722	2038	780
723	2041	778
724	2043	775
725	2046	772
726	2048	769
727	2049	765
728	2051	762
729	2054	759
730	2057	757
731	2059	754
732	2061	750
733	2063	747
734	2065	744
735	2067	741
736	2069	738
737	2071	735
738	2073	732
739	2075	729
740	2077	726
741	2079	723
742	2081	719
743	2083	717
744	2085	713
745	2087	710
746	2089	707
747	2091	704
748	2093	701
749	2097	699
750	2099	696
751	2102	693
752	2104	690
753	2106	687
754	2108	684
755	2111	681
756	2113	678
757	2115	675
758	2117	672
759	2119	669
760	2121	666
761	2123	663
762	2126	660
763	2129	657
764	2131	654
765	2133	651
766	2135	648
767	2137	645
768	2139	642
769	2142	640
770	2144	637
771	2146	633
772	2148	630
773	2150	627
774	2152	624
775	2154	622
776	2157	619
777	2159	616
778	2161	613
779	2163	610
780	2165	607
781	2167	604
782	2170	601
783	2172	598
784	2174	595
785	2176	592
786	2177	589
787	2179	586
788	2181	583
789	2184	580
790	2186	577
791	2188	574
792	2190	571
793	2192	568
794	2194	565
795	2196	562
796	2199	560
797	2201	557
798	2203	554
799	2205	551
800	2208	548
801	2210	545
802	2214	543
803	2216	540
804	2218	537
805	2221	534
806	2224	532
807	2227	529
808	2231	526
809	2235	524
810	2239	521
811	2242	519
812	2245	516
813	2250	514
814	2253	511
815	2256	508
816	2261	506
817	2265	503
818	2268	501
819	2271	498
820	2276	496
821	2279	493
822	2282	490
823	2284	487
824	2288	485
825	2291	482
826	2293	479
827	2296	477
828	2299	474
829	2303	471
830	2306	469
831	2309	466
832	2312	463
833	2314	460
834	2318	458
835	2321	455
836	2323	452
837	2325	449
838	2328	446
839	2332	444
840	2335	441
841	2337	438
842	2340	435
843	2342	432
844	2346	430
845	2349	427
846	2351	424
847	2354	422
848	2357	419
849	2360	416
850	2363	413
851	2365	410
852	2368	408
853	2370	405
854	2373	402
855	2376	399
856	2379	396
857	2381	394
858	2383	391
859	2385	388
860	2389	385
861	2392	383
862	2395	380
863	2397	377
864	2399	374
865	2402	371
866	2405	369
867	2408	366
868	2410	363
869	2413	360
870	2415	357
871	2419	355
872	2422	352
873	2424	349
874	2427	346
875	2430	343
876	2433	341
877	2435	338
878	2438	335
879	2440	332
880	2442	329
881	2445	327
882	2448	324
883	2451	321
884	2453	318
885	2456	316
886	2458	313
887	2463	310
888	2465	307
889	2468	305
890	2470	302
891	2472	299
892	2475	296
893	2478	293
894	2480	291
895	2483	288
896	2485	285
897	2488	282
898	2490	279
899	2493	277
900	2495	274
901	2498	271
902	2500	268
903	2503	265
904	2505	263
905	2508	260
906	2510	257
907	2513	254
908	2515	251
909	2519	249
910	2522	246
911	2525	243
912	2527	240
913	2530	238
914	2532	235
915	2535	232
916	2538	229
917	2540	226
918	2542	224
919	2546	221
920	2548	218
921	2550	215
922	2553	213
923	2555	210
924	2558	207
925	2561	204
926	2563	201
927	2566	199
928	2568	196
929	2570	193
930	2573	190
931	2576	187
932	2578	185
933	2581	182
934	2583	179
935	2587	176
936	2589	174
937	2592	171
938	2594	168
939	2596	165
940	2598	162
941	2602	160
942	2604	157
943	2606	154
944	2608	151
945	2611	149
946	2614	146
947	2616	143
948	2618	140
949	2620	137
950	2622	135
951	2625	132
952	2628	129
953	2631	126
954	2632	124
955	2635	121
956	2637	118
957	2638	115
958	2641	112
959	2644	110
960	2646	107
961	2648	104
962	2650	101
963	2653	99
964	2655	96
965	2657	93
966	2659	90
967	2661	87
968	2663	85
969	2665	82
970	2667	79
971	2670	76
972	2672	74
973	2674	71
974	2676	68
975	2678	65
976	2680	63
977	2682	60
978	2684	57
979	2686	54
980	2688	52
981	2690	49
982	2692	46
983	2694	43
984	2697	41
985	2699	38
986	2701	35
987	2704	32
988	2707	30
989	2710	27
990	2712	24
991	2715	21
992	2717	19
993	2719	16
994	2722	13
995	2724	10
996	2726	8
997	2729	5
998	2732	2
999	2734	0
